Fact id,Fact,SF,Fact_readable,SF_readable,Fact actions,Recourse,exceptionality,sparsity,fidelity,num_cfs,uncertainty,Value,Found
205,"[1, 0, 10, 11, 12, 15, 16, 17]","[11, 13, 10, 11, 12, 15, 16, 17]",Agent: 1 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 13 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
208,"[23, 14, 10, 11, 12, 15, 16, 17]","[12, 14, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 14 Frozen: [10 11 12 15 16 17],"Agent: 12 Goal: 14 Frozen: [10, 11, 12, 15, 16, 17]","[0, 0, 0]","[2, 3, 2]",0.3509437941579669,1.0,0.10823620855808258,False,0.1,0,1
210,"[15, 9, 10, 11, 12, 15, 16, 17]","[19, 17, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 19 Goal: 17 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
211,"[11, 11, 10, 11, 12, 15, 16, 17]","[23, 21, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 23 Goal: 21 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
212,"[14, 14, 10, 11, 12, 15, 16, 17]","[17, 14, 10, 11, 12, 15, 16, 17]",Agent: 14 Goal: 14 Frozen: [10 11 12 15 16 17],"Agent: 17 Goal: 14 Frozen: [10, 11, 12, 15, 16, 17]","[1, 1, 0]","[2, 2, 3]",0.026106297883301363,1.0,0.07564154329399268,False,0.2,0,1
220,"[20, 20, 10, 11, 12, 15, 16, 17]","[11, 17, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 20 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 17 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
222,"[23, 24, 10, 11, 12, 15, 16, 17]","[15, 9, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 24 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
226,"[16, 10, 10, 11, 12, 15, 16, 17]","[13, 14, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
227,"[0, 1, 10, 11, 12, 15, 16, 17]","[22, 14, 10, 11, 12, 15, 16, 17]",Agent: 0 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
228,"[21, 23, 10, 11, 12, 15, 16, 17]","[12, 5, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 5 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
230,"[18, 5, 10, 11, 12, 15, 16, 17]","[19, 18, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 5 Frozen: [10 11 12 15 16 17],Agent: 19 Goal: 18 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
232,"[7, 7, 10, 11, 12, 15, 16, 17]","[11, 14, 10, 11, 12, 15, 16, 17]",Agent: 7 Goal: 7 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
234,"[12, 10, 10, 11, 12, 15, 16, 17]","[11, 4, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
247,"[11, 18, 10, 11, 12, 15, 16, 17]","[21, 0, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 21 Goal: 0 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
252,"[8, 0, 10, 11, 12, 15, 16, 17]","[8, 10, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 10 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
256,"[12, 14, 10, 11, 12, 15, 16, 17]","[16, 24, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 14 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 24 Frozen: [10 11 12 15 16 17],"[2, 0, 3]",,1.0,1.0,1.0,1,1.0,0,0
268,"[9, 4, 10, 11, 12, 15, 16, 17]","[15, 20, 10, 11, 12, 15, 16, 17]",Agent: 9 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 20 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
269,"[23, 20, 10, 11, 12, 15, 16, 17]","[17, 20, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 20 Frozen: [10 11 12 15 16 17],"Agent: 17 Goal: 20 Frozen: [10, 11, 12, 15, 16, 17]","[1, 1, 1]","[3, 2, -1]",0.05001905487804878,0.6666666666666666,0.14482632465660572,False,1.0,0,1
274,"[5, 8, 10, 11, 12, 15, 16, 17]","[13, 4, 10, 11, 12, 15, 16, 17]",Agent: 5 Goal: 8 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
281,"[22, 22, 10, 11, 12, 15, 16, 17]","[11, 9, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
282,"[17, 17, 10, 11, 12, 15, 16, 17]","[12, 16, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 16 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
283,"[11, 12, 10, 11, 12, 15, 16, 17]","[12, 1, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 12 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 1 Frozen: [10 11 12 15 16 17],"[0, 0, 4]",,1.0,1.0,1.0,1,1.0,0,0
287,"[3, 3, 10, 11, 12, 15, 16, 17]","[7, 10, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 10 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
290,"[6, 1, 10, 11, 12, 15, 16, 17]","[5, 7, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 7 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
292,"[17, 11, 10, 11, 12, 15, 16, 17]","[5, 9, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 9 Frozen: [10 11 12 15 16 17],"[2, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
293,"[6, 9, 10, 11, 12, 15, 16, 17]","[10, 16, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 16 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
297,"[7, 6, 10, 11, 12, 15, 16, 17]","[17, 21, 10, 11, 12, 15, 16, 17]",Agent: 7 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 17 Goal: 21 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
298,"[18, 18, 10, 11, 12, 15, 16, 17]","[15, 17, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 17 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
299,"[17, 4, 10, 11, 12, 15, 16, 17]","[20, 14, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
302,"[9, 7, 10, 11, 12, 15, 16, 17]","[15, 18, 10, 11, 12, 15, 16, 17]",Agent: 9 Goal: 7 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 18 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
306,"[16, 17, 10, 11, 12, 15, 16, 17]","[16, 22, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 22 Frozen: [10 11 12 15 16 17],"[0, 3, 4]",,1.0,1.0,1.0,1,1.0,0,0
307,"[4, 4, 10, 11, 12, 15, 16, 17]","[13, 22, 10, 11, 12, 15, 16, 17]",Agent: 4 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 22 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
310,"[10, 10, 10, 11, 12, 15, 16, 17]","[11, 19, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 19 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
312,"[6, 7, 10, 11, 12, 15, 16, 17]","[4, 3, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 7 Frozen: [10 11 12 15 16 17],Agent: 4 Goal: 3 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
313,"[13, 5, 10, 11, 12, 15, 16, 17]","[16, 19, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 5 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 19 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
315,"[11, 3, 10, 11, 12, 15, 16, 17]","[16, 14, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
317,"[10, 11, 10, 11, 12, 15, 16, 17]","[1, 4, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 1 Goal: 4 Frozen: [10 11 12 15 16 17],"[1, 1, 4]",,1.0,1.0,1.0,1,1.0,0,0
319,"[9, 2, 10, 11, 12, 15, 16, 17]","[6, 11, 10, 11, 12, 15, 16, 17]",Agent: 9 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 11 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
323,"[17, 23, 10, 11, 12, 15, 16, 17]","[20, 4, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 4 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
325,"[19, 19, 10, 11, 12, 15, 16, 17]","[7, 23, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 23 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
327,"[8, 1, 10, 11, 12, 15, 16, 17]","[13, 8, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 8 Frozen: [10 11 12 15 16 17],"[3, 2, 3]",,1.0,1.0,1.0,1,1.0,0,0
329,"[19, 16, 10, 11, 12, 15, 16, 17]","[5, 13, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 16 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 13 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
334,"[12, 6, 10, 11, 12, 15, 16, 17]","[7, 4, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
338,"[13, 11, 10, 11, 12, 15, 16, 17]","[7, 22, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 22 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
339,"[11, 8, 10, 11, 12, 15, 16, 17]","[12, 20, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 8 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 20 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
